"baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","GeneID","ensembl_clean","gene_name","gene_type","DEG_strict","DEG_loose","DEG_Group"
91.6173382580082,2.27432659478586,0.212110378167081,10.7223730137068,7.99259633446562e-27,9.52454445870499e-26,"ENSG00000049192.15","ENSG00000049192","ADAMTS6","protein_coding",TRUE,TRUE,"Up"
300.69137694339,-1.59031332196985,0.17293717185489,-9.19590221646656,3.71860733798918e-20,2.76031011004676e-19,"ENSG00000049246.14","ENSG00000049246","PER3","protein_coding",TRUE,TRUE,"Down"
17.1006222115351,-3.21652831359886,0.348594919985974,-9.22712331472953,2.77997482908463e-20,2.08533661731591e-19,"ENSG00000050030.16","ENSG00000050030","NEXMIF","protein_coding",TRUE,TRUE,"Down"
2706.3006200301,2.66326612303041,0.108271123814632,24.5981202484804,1.32306388814482e-133,1.82613947479001e-130,"ENSG00000050344.9","ENSG00000050344","NFE2L3","protein_coding",TRUE,TRUE,"Up"
16.2711110158793,-3.27218271108676,0.269634334031028,-12.13563073429,6.83810624008407e-34,1.29186251865807e-32,"ENSG00000053328.8","ENSG00000053328","METTL24","protein_coding",TRUE,TRUE,"Down"
81.5441494215778,-2.2964390615296,0.232637660583908,-9.8713125629172,5.5434415623056e-23,5.03761862191861e-22,"ENSG00000053438.11","ENSG00000053438","NNAT","protein_coding",TRUE,TRUE,"Down"
94.8444988375269,-1.76536185960545,0.13484650853251,-13.0916393669907,3.67587407892145e-39,9.87980634453757e-38,"ENSG00000054277.14","ENSG00000054277","OPN3","protein_coding",TRUE,TRUE,"Down"
64.5425649453184,-1.55358534971395,0.275052558153052,-5.64832176128848,1.62021716301298e-08,4.47941269152075e-08,"ENSG00000054356.14","ENSG00000054356","PTPRN","protein_coding",TRUE,TRUE,"Down"
13.2341767160158,1.77475529377053,0.343531774406793,5.16620419416853,2.38895798959338e-07,5.90358191340907e-07,"ENSG00000057468.7","ENSG00000057468","MSH4","protein_coding",TRUE,TRUE,"Up"
62.5898492634375,3.29184997034577,0.369204057336646,8.91607203369437,4.83119328562404e-19,3.28196639414831e-18,"ENSG00000057593.14","ENSG00000057593","F7","protein_coding",TRUE,TRUE,"Up"
995.801254997503,-2.48695921271341,0.140402177141812,-17.7131100339098,3.32199123449866e-70,5.37566912595011e-68,"ENSG00000057704.13","ENSG00000057704","TMCC3","protein_coding",TRUE,TRUE,"Down"
2460.52875096758,-2.12553215342677,0.163865841178736,-12.9711728700575,1.78281269534785e-38,4.54694750909152e-37,"ENSG00000058668.15","ENSG00000058668","ATP2B4","protein_coding",TRUE,TRUE,"Down"
2566.0932240118,-1.75594703176197,0.141476619811635,-12.4115704354534,2.26172552753455e-35,4.69223057277371e-34,"ENSG00000059728.11","ENSG00000059728","MXD1","protein_coding",TRUE,TRUE,"Down"
275.657083844418,-3.48601716270922,0.259256984601837,-13.44618417152,3.24174318574551e-41,9.81474349810744e-40,"ENSG00000059915.17","ENSG00000059915","PSD","protein_coding",TRUE,TRUE,"Down"
393.984725237733,-1.76254517612823,0.139457397837507,-12.6385921683547,1.29349216975843e-36,2.88228872471147e-35,"ENSG00000060140.9","ENSG00000060140","STYK1","protein_coding",TRUE,TRUE,"Down"
135.004121113869,-4.57903711147716,0.325071171732165,-14.0862602090411,4.61354643328635e-45,1.78046469589854e-43,"ENSG00000060566.14","ENSG00000060566","CREB3L3","protein_coding",TRUE,TRUE,"Down"
623.741507035979,1.76147787220647,0.254021022721448,6.93437831772712,4.08011423772925e-12,1.57797594320223e-11,"ENSG00000060656.20","ENSG00000060656","PTPRU","protein_coding",TRUE,TRUE,"Up"
1422.73992577456,6.57610963696707,0.280022946848363,23.4841812465039,5.91844330848763e-122,5.55481415161414e-119,"ENSG00000060718.22","ENSG00000060718","COL11A1","protein_coding",TRUE,TRUE,"Up"
185.051737377088,1.59400192349539,0.166753832053658,9.55901225095973,1.18885903912153e-21,9.81195515087852e-21,"ENSG00000061337.15","ENSG00000061337","LZTS1","protein_coding",TRUE,TRUE,"Up"
62.7276392906434,-1.9547708793921,0.230256050219601,-8.48955272848545,2.07433884974203e-17,1.25573495279533e-16,"ENSG00000061455.11","ENSG00000061455","PRDM6","protein_coding",TRUE,TRUE,"Down"
3124.99615300039,5.9609518698628,0.152098322707214,39.1914372477171,0,0,"ENSG00000062038.14","ENSG00000062038","CDH3","protein_coding",TRUE,TRUE,"Up"
936.516771865603,1.9357784855122,0.14784749652102,13.0930758454675,3.60699705192859e-39,9.71694360808868e-38,"ENSG00000062282.15","ENSG00000062282","DGAT2","protein_coding",TRUE,TRUE,"Up"
257.181809819181,-1.6854576726107,0.269380501280306,-6.25679165566956,3.92977833722425e-10,1.26973724737854e-09,"ENSG00000062524.16","ENSG00000062524","LTK","protein_coding",TRUE,TRUE,"Down"
21.1111371004746,1.95977761183039,0.232316285161223,8.43581675933885,3.28897753892178e-17,1.96018717229516e-16,"ENSG00000062582.14","ENSG00000062582","MRPS24","protein_coding",TRUE,TRUE,"Up"
9.89041414419627,-1.80251910351899,0.374335249030361,-4.8152534611369,1.47013167969786e-06,3.35784773020837e-06,"ENSG00000063015.20","ENSG00000063015","SEZ6","protein_coding",TRUE,TRUE,"Down"
60.2486640078742,2.97081526968618,0.432090067047007,6.87545374507067,6.17928551949775e-12,2.34461118094268e-11,"ENSG00000064195.7","ENSG00000064195","DLX3","protein_coding",TRUE,TRUE,"Up"
69.0278880808089,-3.58747133621895,0.340788512492752,-10.5269726082544,6.48878508033664e-26,7.24668506068629e-25,"ENSG00000064205.10","ENSG00000064205","CCN5","protein_coding",TRUE,TRUE,"Down"
7.75837959199808,4.27671901423121,0.468473434237975,9.12905343541576,6.91008110026122e-20,5.01952315023433e-19,"ENSG00000064218.5","ENSG00000064218","DMRT3","protein_coding",TRUE,TRUE,"Up"
109.30183529434,-1.8654886610277,0.274975939330119,-6.78418870237265,1.16740660623777e-11,4.3171045876695e-11,"ENSG00000064300.9","ENSG00000064300","NGFR","protein_coding",TRUE,TRUE,"Down"
18332.1047406773,1.50726506448747,0.138901094158494,10.8513548695851,1.96490854881045e-27,2.44716635824249e-26,"ENSG00000064651.14","ENSG00000064651","SLC12A2","protein_coding",TRUE,TRUE,"Up"
175.560273967835,-2.87530322048494,0.288756361033993,-9.9575407107532,2.33773888004476e-23,2.17928903779778e-22,"ENSG00000064655.19","ENSG00000064655","EYA2","protein_coding",TRUE,TRUE,"Down"
1819.80329063524,-2.54983815447418,0.219958453925508,-11.5923625983374,4.50531100215397e-31,7.02409417638144e-30,"ENSG00000064787.13","ENSG00000064787","BCAS1","protein_coding",TRUE,TRUE,"Down"
245.621869342422,-2.73933693599441,0.196578424085106,-13.9350844261955,3.87741627624852e-44,1.42825267670165e-42,"ENSG00000065320.9","ENSG00000065320","NTN1","protein_coding",TRUE,TRUE,"Down"
59.0793618802339,-3.93410714507419,0.218726982955207,-17.986382347165,2.49098415190611e-72,4.49603478002499e-70,"ENSG00000065325.13","ENSG00000065325","GLP2R","protein_coding",TRUE,TRUE,"Down"
460.766338848557,1.70986259131234,0.111497832293273,15.335388645179,4.43609772640549e-53,2.69659577855903e-51,"ENSG00000065328.17","ENSG00000065328","MCM10","protein_coding",TRUE,TRUE,"Up"
5047.29088699092,-3.35206557533839,0.225115207494996,-14.8904448199613,3.8023138161178e-50,1.9826109195864e-48,"ENSG00000065534.19","ENSG00000065534","MYLK","protein_coding",TRUE,TRUE,"Down"
371.409829516479,1.50971187201268,0.0842560980473639,17.9181318266603,8.51396122737686e-72,1.44762019013892e-69,"ENSG00000065600.13","ENSG00000065600","PACC1","protein_coding",TRUE,TRUE,"Up"
10.4602476885142,-2.92582804314562,0.381444946373202,-7.67038093167713,1.71486291857133e-14,8.18834829494457e-14,"ENSG00000065609.14","ENSG00000065609","SNAP91","protein_coding",TRUE,TRUE,"Down"
2481.12856546629,1.52963969763547,0.101797165434752,15.0263486326238,4.93466933614077e-51,2.67406654279924e-49,"ENSG00000065911.13","ENSG00000065911","MTHFD2","protein_coding",TRUE,TRUE,"Up"
455.519595106116,1.71547504574264,0.183310788068741,9.35828744077705,8.10395228237181e-21,6.30892954059629e-20,"ENSG00000065923.10","ENSG00000065923","SLC9A7","protein_coding",TRUE,TRUE,"Up"
1284.25248276146,-3.64863595000488,0.286962796499502,-12.7146654357726,4.90203082420571e-37,1.1309857547607e-35,"ENSG00000066230.12","ENSG00000066230","SLC9A3","protein_coding",TRUE,TRUE,"Down"
19.1781234909262,-1.90292731159511,0.238457454949211,-7.98015441371046,1.46150339536593e-15,7.64097942710924e-15,"ENSG00000066382.16","ENSG00000066382","MPPED2","protein_coding",TRUE,TRUE,"Down"
440.17239547926,6.22441488223173,0.536736567550213,11.5967781189968,4.27885520248696e-31,6.67546931324163e-30,"ENSG00000066405.13","ENSG00000066405","CLDN18","protein_coding",TRUE,TRUE,"Up"
700.975116175794,-2.21916214848623,0.215889079571978,-10.2791774039055,8.74709479307223e-25,9.08149700109057e-24,"ENSG00000066468.23","ENSG00000066468","FGFR2","protein_coding",TRUE,TRUE,"Down"
331.341899580751,-2.22939488731996,0.178030463847681,-12.5225472042099,5.62020752055673e-36,1.20651920642583e-34,"ENSG00000066629.18","ENSG00000066629","EML1","protein_coding",TRUE,TRUE,"Down"
769.777188177741,-1.94133367368761,0.10490827825522,-18.505057045782,1.87979796788176e-76,4.08403514059051e-74,"ENSG00000067113.17","ENSG00000067113","PLPP1","protein_coding",TRUE,TRUE,"Down"
63.8281628412086,-3.21575593392958,0.236485989268766,-13.5980822537224,4.11071275034037e-42,1.29468139562398e-40,"ENSG00000067840.12","ENSG00000067840","PDZD4","protein_coding",TRUE,TRUE,"Down"
